ID;dsc_item;melhor_classif;match_score;Quant. Carct. DSC;Quant. Carct. Classif;Diferença
770;purificador de agua refrigerado com capacidade 2 lts de agua gelada 04 lts agua nat; aquecedor de agua ate 100 galoes de capacidade de recuperaca;53;83;61;22
805;reservatorio agua radiador vw up 2014 reservatorio agua radiador  vw up! 2014; reservatorio agua tipo australiano de 14000 at;53;77;47;30
840;servico caixa d`agua de polietileno com tampa 1000 l setop hiddag015; caixa metal com tampa  uso med;53;68;31;37
872;t de 90o cola 1  ?  marrom agua fr; fita de controle de salto de carro automa;53;34;42;-8
873;tacas para  agua material  vidro  transparente410 ml; pasta arquivo moldura transparenc;53;52;34;18
880;tampa uso veicular radiador de agua 82086 lote 01; caixa separadora agua  ole;53;49;27;22
910;tinta acrilica p tecido nao toxica  soluvel em agua 250 ml; fita metalica para encintamento de embal;53;58;41;17
964;tubo pvc soldavel agua fria dn 75mm inclusive conexoes  fornecimento e instalaca; equipamento para solda a gas corte por aquecimento e deme talizaca;53;80;67;13
966;tubo pvc soldavel diametro 32 mm agua fr; tubo de aco inoxidavel de construcao mecan;53;40;43;-3
26;007psfbebedouro de agua coluna galao de 20l aco inoxidavel 127v  ac  ; aquecedor de agua ate 100 galoes de capacidade de recuperaca;52;69;61;8
28;009742 cap pvc crosca p agua fria predial 1; chapa especial para carro e vagao ferroviari;52;43;45;-2
45;108547  tampao  materiaprima pvc tipo soldavel diametro nominal 20mm rede agu; transmissao maritima com tipo de engrenagem de  reducao e reversa;52;77;66;11
55;184  curva pvc 90g crosca pagua fria pred; cuba de louca para p;52;41;21;20
80;adaptador de pvc com flange para caixa dagua 25mm x 34'; adaptador de coletor de admissao de motor a gasolin;52;55;52;3
84;adaptador soldavel para caixa d?agua pvc 50mm x 1 12; adaptador de voz para equipamento de processamento de d;52;52;56;-4
104;agua bidestilada amp 10ml embalagem com 100un; papel picado para embalagem corrug;52;45;35;10
105;agua bidestilada abd injetavel 10 ml; maquina industrial de aplainar m;52;36;33;3
176;agua oxigenada 10 vol 1000ml; agua adicionada com s;52;28;22;6
179;agua oxigenada 10 volumes 1000ml; agua adicionada com s;52;32;22;10
181;agua oxigenada 10 volumes frasco 1 litr; sequencia iniciadora  polimerizacao  primer ;52;39;45;-6
208;agua sanitaria 1 litro agua sanitaria 1 litr; maquina afiar serra  trabalho material metal;52;44;45;-1
268;biscoito agua e sal 200 g; destilador agua equipamento salva  v;52;25;37;-12
269;biscoito agua e sal 400g; bisglicinato de calci;52;24;22;2
356;caixa d agua em polietileno de 1000 litros com sistema de travamento encaixe das tamp; regulador temperatura de oleo  sistema de resfriamento motor aeronav;52;85;69;16
391;caixa d?agua plastica polietileno cor azul 500l; caixa d'agua de aco com colun;52;47;30;17
465;copo de vidro para agua alto transparente capacidade de 415 ml; aquecedor de agua ate 100 galoes de capacidade de recuperaca;52;62;61;1
528;ficha de evolucao  personalizada com marca d?agua cardiolog; balanca de uso humano operada com moeda  ficha ;52;59;48;11
531;filtro combustivel s de agua caminhao vw 15180 e wolker ano 2005; filtro de combustivel para bomba injetora   motordiesel;52;64;56;8
533;filtro compativel para aspirador de agua e po tekna modelo work 60 870027194; filtro de combustivel para bomba injetora   motordiesel;52;76;56;20
546;filtro separador de agua micro onibus volare hmn1119primeira qual; preparador automatico  dissolucao comprim;52;65;42;23
618;joelho pvc para solda 75 mm 90deg agua fr; ferro para solda a g;52;41;21;20
623;joelho roscavel de 90o de 2'' para agua fria solda; bujao de escoamento de oleo de motor a gasolin;52;50;47;3
624;joelho roscavel de 90o de 1'' para agua fria solda; bujao de escoamento de oleo de motor a gasolin;52;50;47;3
719;mastique base de resinas acrilicas para tratamento de trincas em reservatorios de agua potavel bisnaga de 400 gr; maquinas especializadas para fabricacao  de  semicondutorescircuitos microeletronicos e placas de c;52;112;100;12
725;motor submerso refrigerado a agua  nacional  6  90cv220v; mostruario refrigerado de mercad;52;56;33;23
731;oleo essencial de eucalipto citiodora para dissolucao em agua frasco com 140ml; sistemas de geracao e distribuicao de gas fixos ou mo;52;78;54;24
747;perfuracao de 01 um poco profundo no reservatorio de distribuicao de agua r02 avenida antonio carlos 1228; servicos de distribuicao de agua atraves de tubulaca;52;105;53;52
750;pigmento corante de auto poder de tingimento e resistencia p colorir tintas a base d'agu; componente de todo tipo de motor de resfriamento exceto motor primario de missil gui;52;88;85;3
809;reservatorio d agua radiador  2 polos 20192020 placa qxg2931  qxg2935; reservatorio compensacao de agua de radiador de motor  veiculo automo;52;69;70;-1
877;tampa reeserv agua rad hlf8299; tampa reservatorio combusti;52;30;28;2
958;tubo pvc 20 mm para agua fria322261; tubo vidro para laboratori;52;35;27;8
68;8186  te conexao  materiaprima pvc medidas 50 x 34 tipo soldavel de reducao finalidade agu; transmissao maritima com tipo de engrenagem de  reducao e reversa;51;90;66;24
130;agua destilada p autoclave 5 litros agua destilada p autoclave 5 litr; aquecedor industrial de agua  acima de 400 litros de capacidade ;51;69;65;4
160;agua mineral natural s gas recipiente 20lts com devoluca; peca  material para meios auxiliares locomoca;51;56;46;10
169;agua mineral sem gas com 6 garrafas de 1500 ml; maquina industrial de serrar metal  serra de fit;51;46;49;-3
175;agua oxigenada 10 vl frasco 1 litr; maquina tampar  frasco  vasilham;51;34;33;1
190;agua para injecao diluente 10ml  090012792; maquina para fabricacao de leite de soj;51;42;40;2
200;agua sanitaria  1000ml 22826; agua sanit;51;28;11;17
307;bolsa termica para compressa de agua quente em borracha 250ml  tamanho de 215x125cm; material para reforma e reparo de pneus e camaras de ;51;83;54;29
314;bomba d agua mbenz 1418 19901991; bomba d ' agua para mo;51;32;23;9
315;bomba d agua motor vw gol 10 puj4899 1415; tubo nivel agua motor gasolin;51;41;30;11
316;bomba d agua para renault clio 10 16v flex ano 2010; bomba d ' agua para mo;51;51;23;28
343;bucha de reducao pvc sold curta de 50mm x 40mm agu; municao de calibre acima de 30 mm ate 75 mm;51;50;44;6
378;caixa d'agua de polietileno com tampa com capacidade para 250 litros de agu; placa de compensado de madeira a prova de agu;51;75;46;29
455;colar de tomada pvc 32mm 34 agua classe a 170043009611102; oleo de copaiba ver inc 18178 da classe 6810;51;57;45;12
478;corretivo a base de agua 12 ml cx c12 un; acessorio de antena de onda longa media e curt;51;40;47;-7
573;garrafa de agua para geladeira 2 litros material plastico capacidade 2 litros medida 12x7x24 cm; mobiliario material plastico  piscina  jardim   cadeira  m;51;95;59;36
619;joelho pvc roscavel branco para agua fria 90 x 34; rodeiro para vagao ferroviari;51;49;30;19
625;joelho soldavel agua 75 90; aparelho de coagular sor;51;26;25;1
687;luva uniao pvc soldavel ll 20mm pagu; tubo pvc solda;51;36;15;21
701;mangueira de aragua 12 pt300 mangueira de aragua 12 pt300; conexao para mangueira de jardim;51;57;33;24
797;registro de gaveta bruto latao roscavel 2 instalado em reservacao de agua de edificaca; fio e cabo de cobre isolado servico de transformaca;51;86;52;34
882;tampao pvc pra solda bujao 40 mm agua fr; arma auto  propulsionada sobre meia lagart;51;40;43;-3
885;te 90deg soldavel de pvc marrom para agua fria diametro da secao 85 mm; presilha de arame para fixacao de farol;51;70;40;30
887;te de reducao soldavel pvcagua fria50x25mm; componente de mancal de vagao ferroviari;51;42;41;1
919;tinta guache amarelo 500ml composicao resina agua pigmentos carga e conserv; maquina de composicao de texto para escritori;51;75;46;29
922;tinta guache vermelho 500ml composicao resina agua pigmentos carga e conserv; maquina de composicao de texto para escritori;51;76;46;30
926;tinta latex a base d'agua para uso em interiores e exteriores  lata de 18 litr; equipamentos para destilacao de agua para  uso  maritimo  eindustr;51;78;67;11
30;010620 resina bagua telha cor 18 lt; prensa para ensaio eletr;50;35;25;10
74;adapaltoajustavel soldavel para caixa d agua 23mm x 1; tampa para caixa d'agu;50;53;23;30
125;agua destilada de uso profissional para autoclave  090030508; equipamento profissional radiocomunicacao em vhf;50;60;49;11
139;agua mineral  bombona 20 litros  com registro no ministerio da agricult; bomba de asfalto com acessorio de distribuica;50;71;46;25
146;agua mineral com gas  agua mineral com gas embalgem de 500ml recicla; valvula injecao d' agua sistema de combustivel   aeronav;50;68;57;11
151;agua mineral copo 300ml  sem gas cx 48und; caixa metal com tampa  uso med;50;41;31;10
159;agua mineral natural copo 200 ml caixa com 48 copos  meepp; mancal completo com carcaca de tipo espec;50;58;42;16
197;agua pra injecao 10 ml cx c100; mira de inspecao e medica;50;30;26;4
205;agua sanitaria  agua sanitaria  cloro ativo  2 a 25 c 20  litr; tanque de agua domestico ate 400 litr;50;62;38;24
231;analise de agua bruta  conformidade condicionantes do copam  classificacao quimica  parametro toxic; servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top;50;99;111;-12
257;bebedouro eletrico totalmente em aco inox ligado diretamente na rede de agu; atuador eletrico  acionamento de valvul;50;75;40;35
290;boia p caixa d'agua 20 mm boia p caixa d'agua 20 mm; boia caixa d'agu;50;51;17;34
349;caixa d agua 1000 litros   caixa d agua em polietileno de 1000 litros com tamp; aquecedor industrial de agua  acima de 400 litros de capacidade ;50;78;65;13
352;caixa d agua de 10000 litros  caixa d agua em polietileno de 10000 litros com tamp; aquecedor industrial de agua  acima de 400 litros de capacidade ;50;82;65;17
362;caixa d' agua 5000l polietileno caixa d' agua 5000l polietilen; camara de filmagem  poco  agua  petroleo ;50;62;42;20
392;caixa dagua polietileno 250 litros caixa d'agua polietileno 250 litr; polietileno para protecao de oleodut;50;68;37;31
413;camisola tam inf transpassada tecido misto 160 f cores branca e verde agu; camioneta transporte passageiro e carg;50;73;39;34
481;corretivo liquido a base de agua atoxico para correcao de qualquer tipo de escrita frasco c18 ml1695; combinacao de maquinas de gravacao e reproducao desom para uso em escritori;50;100;76;24
483;corretivo liquido a base de agua nao toxico  18ml cx c 12 un; supressor ruido para vela de ignicao  veiculo    automo;50;60;56;4
536;filtro de barro cozido  para filtrar agua capacidade de 8 litros e 2 elementos filtrantes ; aquecedor industrial de agua  acima de 400 litros de capacidade ;50;90;65;25
642;linha 13  boqueirao alto medio e baixo agua preta e iting; apoio de braco para coleta de sang;50;57;35;22
726;mult inseticida aerossol a base de agua com oleo de citronela 450ml  ; pneus e camaras de ar exceto os de aeronav;50;69;43;26
727;nipel pvc  classe a roscavel 34 agua fria pred; camara de filmagem  poco  agua  petroleo ;50;46;42;4
799;reparo bomba d'agua  caminhao mercedes 1214 om 366 ano 9393; bomba d'agua  pecacompon;50;59;25;34
833;sensor de temperatura d agua  fiatdoblo elx 14 ano 2016; servico de perfuracao de pocos de agua e instalacoes de sistemas sep;50;55;69;-14
846;servico de instalacao do condicionado ar split de 60000 btus incluindo tubulacoes de 1 a 4 metros de tubos suporte para fixacao tubo esponjoso fita pvc gas e instalacao no dreno de saida de agu; servicos de instalacao da maquinaria e dos equipamentos medicos profissionaise instrumentos de precisao e o;50;193;108;85
945;tubo cavalete d`agua e68889 pa w20d; cavalete e grade de seguranc;50;35;29;6
977;vasilhame para agua mineral galao com capacidade para 20 litros data de validade estabelecida p; aquecedor industrial de agua  acima de 400 litros de capacidade ;50;95;65;30
20;00003904 luva pvc soldavel 25 mm para agua fria pred; mancal para vagao ferroviari;49;52;29;23
46;10944  te conexao  materiaprima pvc medidas 32mm tipo soldavel finalidade agu; placa de compensado de madeira a prova de agu;49;77;46;31
71;abastecimento de agua  rebobinamento motor monofasico de 5 cv ip 55 220440v 2 polos weg  un; aparelho detector de arma e explosivo por emanacao de vapor  tipo malet;49;91;72;19
145;agua mineral acondicionada em galoes de policarbonato de 20 litros com vasilhame em comodat; conjunto  de anel de contato de  motor  eletrico veiculo automo;49;91;64;27
147;agua mineral com gas  garrafa de 500ml  agua mineral com gas  garrafa de 500ml; lamina de serra de maquina de trabalho em m;49;78;44;34
172;agua mineral sem gas 200ml para entrega embalagem de plastico dentro das regras de comercializaca; carregadeira especial para transporte de terra  fora de estrada ;49;97;65;32
203;agua sanitaria 210072007890006; agua sanit;49;30;11;19
245;barbante de algodao ndeg 04 verde agua  05000166309; barra de aco de secao retangul;49;51;31;20
379;caixa d'agua fibra 1000 l caixa d'agua fibra 1000 l; tampa para caixa d'agu;49;51;23;28
470;copo descartavel para agua suco incolorbranco  300ml pacote com 100 un; guindaste para carro socorro  veiculo automo;49;70;45;25
493;curva em pvc para agua bitolada de 34pol rosca  90 grau; maquina e aparelho para extracao de oleo  gordura veget;49;55;56;-1
498;descida d?agua tipo degrau dn 500 exclusive bota f; disco fatiador de maquina de cortar fri;49;50;40;10
514;eletrodo de ph combinado com corpo de epoxi enchimento em gel para uso em analise de agua conector bnc; filtros de ar e de oleo elementos filtrantes e purificado res exceto os de aeronav;49;102;83;19
583;hidroxido de calcio liquido em suspensao para tratamento de agua  hidroxido de calcio liquido em suspensao para tratamento de agu; conjunto de instrumento  suprimento para tratamento de ferido em combat;49;129;72;57
611;joelho 90o pvc rigido  soldavelp agua fria 50mm; conexao de pvc articulada de mangueira tipo jardim;49;47;51;-4
614;joelho de 90 de pvc rosca agua fria 12 ou 20 mm; conexao de pvc articulada de mangueira tipo jardim;49;47;51;-4
617;joelho liso para agua 25 mm 75561; rolo pressao para copiadora  impres;49;33;36;-3
622;joelho pvc soldavel 90 graus 60 mm para agua fria pred; balao inflavel a ar quente para propaganda aere;49;54;48;6
668;locacao de rede de agua ou esgoto af_102018 46 pg; placa de parede para tom;49;49;25;24
682;luva pvc  soldavel 1  cor marrompagu; luva  uso laboratori;49;36;21;15
760;ponto de agua fria embutido incl tubo de pvc rigido soldavel e conexoes ub; componentes de freio direcao eixo roda e lagarta de vei cul;49;74;60;14
767;purificador de agua  temperatura normalgelada gabinete metalico polipropileno tubo de aco inox; regulador temperatura de oleo  sistema de resfriamento motor aeronav;49;94;69;25
829;saco plastico esterio descartavel de 120ml para coleta de amostra de agua ctiossulfato pacote100; servicos de instalacao de maquinaria e de equipamentos industriais de manfatura e serv;49;96;87;9
836;sensor temperatura agua spin ltz 18 20152016 pwi 0686; sensor para maquina fotocopi;49;53;29;24
875;talao de cobranca de agua contendo 7 sete paginas internas capa e contra capa coloridas4769; aquecedor de agua ate 100 galoes de capacidade de recuperaca;49;91;61;30
896;te soldavel pvc 90 graus 20 mm para agua fr; algodao em pasta para forr;49;43;27;16
928;tinta p carimbo preta componentes agua pigmentos aspectos fisicos liquido aplicacao almofada 40ml; bucha para componente do sistema eletrico  veicu lo automo;49;97;59;38
935;tinta para tecido na cor preta a base de resina acrilica soluvel em agua frascos de 37 ml; material para reforma e reparo de pneus e camaras de ;49;89;54;35
941;torneira plastica de boia convencional para caixa de agua 1  com haste metalica e com balao plastico padrao popul; torneira de plastico para instalacao hidraul;49;113;45;68
965;tubo pvc soldavel p agua fria predial 60mm  6m; tubo  solucao para microbiolog;49;46;31;15
14;00000614agua mineral natural sem gas embalagem de 200 ml; maquinas de embalagem e empacot;48;56;32;24
24;005224 cap pvc sold p agua fria predial 25 mm; conexao de pvc articulada de mangueira tipo jardim;48;45;51;-6
58;39862  luva  materiaprima latao medidas 12 polegada tipo1 simples tipo2 roscavel aplicacao agu; maquina  ferramenta portatil operada por suspensao deslocavel em viga  ;48;94;72;22
59;4*1 estacao de tratamento de agua com capacidade de 08 ls contendo unidade de pre tratamento unidade de microfiltracao e sistema de desinfeccao por misturador esta; servicos de instalacao da maquinaria e dos equipamentos medicos profissionaise instrumentos de precisao e o;48;163;108;55
87;adesivo para resina bisgma hema  dimetacrilato etanol agua metacrilato de acidometracrilico e de poliacrilico e polialceno; haste lateral sistema de pre  aquecimento  de  cilindro de motor a gasolin;48;122;75;47
90;adocante dietetico liquido composto por agua edulcorantes artificiais sucralose e acesulfamek; servicos de promocao e apresentacao relacionados as artes cenicas e outros espetaculos ao v;48;93;92;1
113;agua destilada galao 5 litros agua destilada com condutividade maxima de 13 mscm  galao de 5 litr; equipamentos para destilacao de agua para  uso  maritimo  eindustr;48;97;67;30
133;agua destilada galao 5l devera constar externamente os seguintes dados validade minima de 2 anos e registro no ministerio da saude ; servicos gerais de construcao de estradasexceto elevados ruasviasestradas de ferro e pistas de aterriz;48;131;103;28
