dsc_item,n
"ELIPTICO MECANICO INDIVIDUAL AZUL/VERDE CLARO MELHORA A FLEXIBILIDADE DOS MEMBROS INFERIORES, QUADRIL, MEMBROS SUPERIORES E A FUNCAO CARDIORRESPIRATORIA. ESTRUTURA METALICA: EQUIPAMENTO PRODUZIDO A PARTIR DE TUBOS E CHAPAS EM ACO CARBONO DE ALTA RESISTENCIA, SOB DIMENSOES DE 2   , 1   , 1  E 3/8 COM ESPESSURAS MINIMAS DE 2,00 MM  ORIFICIOS TUBULARES: EXTREMIDADES SUPERIORES, INFERIORES E MOVEIS BLINDADOS EM CHAPA 14, TORNANDO-O INSENSIVEL A PENETRACAO DE AGUA  UTILIZANDO EIXOS MACICOS E USINADOS PARA ROLAMENTOS DUPLOS  TIPO ZZ . SOLDA: PROCESSO MIG PINTURA: SUBMETIDO A TRATAMENTO ESPECIAL DE SUPERFICIE PARA O METODO ELETROSTATICO EPOX UTILIZANDO MISTURAS DE RESINAS EM POLIESTER DE ALTA RESISTENCIA A METEORIZACAO COMPONENTES: POLIPROPILENO E PVC FLEXIVEL PARAFUSOS: ACO ZINCADO DIMENSOES: ALTURA: 1492 MM / LARGURA: 800 MM / PROFUNDIDADE: 1215 MM / PESO: 27,8 KG / AREA: 0,97 M   -",1
ENVELOPE MEDIO TIMBRADO COM LOGO E MARCA D'AGUA COLORIDAS 4 CORES  185 X 25 CM-1853,1
"EQUIPAMENTO DE TRATAMENTO BIOLOGICO DE ESGOTO - UNIDADE BASICA DE SAUDE UBS, NA COMUNIDADE DE CAMPESTRE - PARA ATENDER AO TRATAMENTO DE ESGOTAMENTO SANITARIO DOS PREDIOS PUBLICOS E RESIDENCIAS DA AREA RURAL DE OURO BRANCO/MG, FABRICADO EM FIBRA DE VIDRO (PRFV), PARA O TRATAMENTO DIARIO DO EFLUENTE GERADO POR 24 PESSOAS, NO TOTAL DE 3,15M³ DE EFLUENTE, COM CAPACIDADE PARA TRATAMENTO DE ESGOTO DOMESTICO (AGUA CINZA E AGUA NEGRA) A SER INSTALADO NA UNIDADE BASICA DE SAUDE UBS, NA COMUNIDADE DE CAMPESTRE",1
"ESCORREDOR DE MACARRAO EM ALUMINIO REFORCADO, LINHA HOTEL, COM ESPESSURA MINIMA DE 1,0 MM, DIAMETRO DE 60 CM, COM FUROS NA BASE E LATERAIS PARA ESCORRER A AGUA, BASE COM ANEL DE APOIO, COM ALCAS. ESCORREDOR DE MACARRAO EM ALUMINIO REFORCADO, LINHA HOTEL, COM ESPES.MIN.1,0 DIAM.60CM.MM (320197)",1
ESGUICHO METAL AGUA,1
"ESPARGIDOR DE EMULSAO ASFALTICA A FRIO, MODELO EP 2500..TANQUE COM, CAPACIDADE DE 2500 LITROS DE EMULSAO A FRIO (NAO TERMICO), EQUIPADO COM TAMPA PARA INSPECAO E LIMPEZA. BOMBA DE ASFALTO DE 1 1/2. COMPRIMENTO DA MANGUEIRA ESPARGIDORA LONADA: 6,5 METROS, CANETA E BICO ESPARGIDOR DE ACO. SISTEMA DE LIMPEZA DO CIRCUITO DO ASFALTO ATRAVES DE OLEO DIESEL COM RESERVATORIO DE 10 (DEZ) LITROS E 40 (QUARENTA) LITROS DE AGUA, EQUIPAMENTO COM VALVULA DE ALIVIO, MANOMETRO, MEDIDOR DE NIVEL E DISPOSITIVO PARA AUTO ABASTECIMENTO. EQUIPADO COM 01(UM) EIXO COM 02 (DUAS) RODAS E PNEUS NOVOS 7.50X 16",1
ESPONJA PARA LIMPEZA DUPLA FACE EM NYLON E MANTA NAO TECIDA FIBRAS SINTETICAS UNIDAS COM RESINA A PROVA DE AGUA E IMPREGNADA 100 EM TODO O VOLUME COMPOSTA COM MINERAL COM TEXTURA SIMILAR A TALCO DIMENSOES 75 X 110 MM VARIACAO ACEITAVEL 10,1
ESPONJA PARA LIMPEZA EM MANTA NAO TECIDA FIBRAS SINTETICAS UNIDAS COM RESINA A PROVA DE AGUA E IMPREGNADA 100 EM TODO O VOLUME COM MINERAL ABRASIVO INDICADA PARA SUPERFICIES DELICADAS PECAS SANITARIAS SUPERFICIES EM INOX PECAS EM PORCELANA,1
ESSENCIA DE EUCALIPTO FRS 140MLESSENCIA DE EUCALIPTO FRS 140ML  DILUICAO 100ML PARA 05 LTS DE AGUA NA EMBALAGEM DEVERA CONSTAR DATA DE FABRICACAO E VALIDADE DO PRODUTO 310338,1
"EXCLUSIVO ME - AGUA MINERAL SEM GAS 20L - INFORMACOES ADICIONAIS: DE PRIMEIRA QUALIDADE, POTAVEL, ORIUNDA DE FONTE NATURAL FRIA, COM ENVASE RECENTE DE DATA NAO SUPERIOR A 30 DIAS CORRIDOS CONTADOS A PARTIR DA DATA DE ENTREGA DO PRODUTO E DEVE ESTAR ACONDICIONADA EM GARRAFOES PLASTICOS, ADEQUADOS, ORIGINAIS, NAO TOXICOS, INODOROS, RETORNAVEIS, INTACTOS, DESINFETADOS, LACRADOS, SEM EVIDENCIAS DE VIOLACAO, DE REMENDOS, MANCHAS OU AMASSADOS E ROTULADOS NA ORIGEM COM MARCA, CLASSIFICACAO, FONTE DE PROCEDENCIA, PRAZO DE VALIDADE, DATA DE ENVASE, COMPOSICAO QUIMICA PROVAVEL E CARACTERISTICAS FISICO-QUIMICAS. TAMPA DE ORELHA COM LACRE DE SEGURANCA E PROTETOR NA PARTE SUPERIOR  FORNECIMENTO: GALAO CONTENDO 20L.",1
"EXTINTOR INCENDIO AGUA - EXTINTOR AGUA PRESSURIZADA- 10L CARREGADO, NOVO, EM CONFORMIDADE COM AS NBR. PRODUTO COM CERTIFICADO DE CONFORMIDADE EMITIDO POR ORGANISMO DE CERTIFICACAO DE PRODUTO (OCP) CREDENCIADO PELO INMETRO. O EXTINTOR DEVERA POSSUIR PINO PRESO COM CORRENTE METALICA EM SEU GATILHO LACRE ETIQUETA DE IDENTIFICACAO PRESA EM SEU BOJO COM MATERIAL DE DIFICIL RUPTURA, COM NO MINIMO OS SEGUINTES DADOS PREENCHIDOS: TIPO DE EXTINTOR, CAPACIDADE, NO DE FABRICACAO, NO DO SELO INMETRO, CARREGADO EM, PROXIMA RECARGA, TESTE HIDROSTATICO, PROXIMO TESTE HIDROSTATICO. COM SUPORTE DE PAREDE COMPLETO.",1
"EXTINTORES DE INCENDIO EXTINTORES DE AGUA PRESSURIZADA EXTINTOR DE AGUA PRESSURIZADA, CAPACIDADE EXTINTORA 2-A, SISTEMA DE PROTECAO POR EXTINTORES DE INCENDIO  TIPO PORTATIL, FABRICADO CONFORME NBR 15808/2010, PINTURA VERMELHA APLICADA POR PROCESSO ELETROSTATICO, CARGA 10L, TEMPO DE DESCARGA 50 A 60 SEGUNDOS, PRESSAO DE TRABALHO 1,0 MPA, PESO BRUTO (COM CARGA) 14 KG COMPRIMENTO DE MANGUEIRA DE 650 MM.",1
"FERRO A VAPOR. COM LAMPADA PILOTO, SPRAY, VAPOR VERTICAL, RESERVATORIO DE AGUA DE 270 ML VISIVEL, SELETORA DE INTENSIDADE DE VAPOR, POTENCIA DE 1200W, CONSUMO DE 9,6 KW/H, TENSAO 110V.",1
FICHA DE EVOLUCAO - PERSONALIZADA COM MARCA D?AGUA CARDIOLOGISTA,1
"FILEZINHO DE PEITO DE FRANGO. FRANGO SEMI - PROCESSADO DE QUALIDADE, PEITO PARTES INTEIRAS (SASSAMI) SEM TEMPERO  CONGELADAS -18C  COM ODOR, SABOR MANCHAS E PARASITAS CARACTERISTICO  SEM MANCHAS E PARASITAS. CONSTANDO OBRIGATORIAMENTE REGISTRO NO MINI ISENTO DA AGRICULTURA NO SISTEMA DE INSPECAO FEDERAL OU. SISTEMA DE INSPECAO ESTADUAL DO LOTE A SER ENTREGUE. SO SERA ADQUIRIDO O PRODUTO SE APROVADO COM INDICE DE AGUA DE NO MINIMO 6  E SO SERA' ADQUIRIDO SE FOR APROVADO COM INDICE MINIMO DE 85  DEACEITABIHDADE CONFORME DETERMINACAO DO FNDE ACONDICIONADO EM EMBALAGEM DE 2 KG IDENTIFICADOS, PLASTICA TRANSPARENTE, ATOXICO, RESISTENTE (IDENTIFICADO 0 TIPO DO CORTE, DATA DA EMBALAGEM, REGISTRO DO PRODUTO DE ACORDO COM A LEGISLACAO VIGENTE). A CAME DE FRANGO DEVERA SER TRANSPORTADA EM CARRO FECHADO E REFRIGERA DO DENTRO DE FAIXAS PLASTICAS HIGIENICAS DO CARRO FECHADO E REFRIGERADO O TRANSPORTE DEVERA SER EM CARRO COBERTO E EM CAIXAS GRANDES DE ISOPOR MINIMO DE 1701, (COMPRIMENTO: 99 CM: LARGU",1
FILTRO COMBUSTIVEL NO ORIGINAL 2RO127177J SEPARADOR DE AGUA,1
FILTRO COMBUSTIVEL S. DE AGUA CAMINHAO VW 15-180 E WOLKER ANO 2005,1
FILTRO COMBUSTIVEL SEPARADOR DE AGUA R 120L10 MB -,1
FILTRO COMPATIVEL PARA ASPIRADOR DE AGUA E PO TEKNA (MODELO WORK 60). (870027194),1
"FILTRO DE AGUA EM ACO INOXIDAVEL 304 NOVO DE FABRICA, DEVENDO CUMPRIR AS MINIMAS EXIGENCIAS A SEGUIR:- CAPACIDADE MINIMA: 1.000 L/H (MIL LITROS POR HORA)- NO MINIMO: 5 (CINCO) CAMADAS DE CRISTAIS DE QUARTZO COM DURABILIDADE/TROCA A CADA 2 (DOIS) ANOS NO MINIMO E CARVAO ATIVADO- SISTEMA DE RETROLAVAGEM A CADA 15 (QUINZE) DIAS (AGUA TRATADA)- SISTEMA DE RETENCAO DE PARTICULAS DE AREIA, ARGILA E OUTRAS SUBSTANCIAS ORGANICAS- ALTURA MINIMA: 1060 MM- LARGURA MINIMA: 310MM- DIAMETRO MINIMO: 250MM- VOLUME MINIMO: 49 L.- A TUBULACAO DO FILTRO DEVERA SER TODA DE ? EM ACO INOX SOLDADO.- DEVERA POSSUIR SELO DE CERTIFICACAO DO INMETRO- GARANTIA DO APARELHO DE NO MINIMO: 03 (TRES) ANOS DE FABRICA",1
FILTRO DE AGUA PARA PONTO DE,1
"FILTRO DE BARRO COZIDO - PARA FILTRAR AGUA, CAPACIDADE DE 8 LITROS E 2 ELEMENTOS FILTRANTES -",1
FILTRO DE COMBUSTIVEL SEPARADOR DE AGUA PSD980,1
"FILTRO DE COMBUSTIVEL, SEPARADOR DE AGUA NO: 158437, MOTOR CUMINS, CHASSI: N7AH13654, MAQUINA MARCA: RETROESCAVADEIRA PA CARREGADEIRA CASE, MODELO: 580M, ANO: 2007.",1
FILTRO PARA AGUA DE BARRO 3 VELAS,1
FILTRO PARA AGUA EM BEBEDOURO DE 10  E VAZAO DE 2 A 4 M H -,1
FILTRO SEPARADOR AGUA - PA-CA.,1
FILTRO SEPARADOR D AGUA PARA VOLARE V8,1
FILTRO SEPARADOR DE AGUA - CATERPILAR,1
FILTRO SEPARADOR DE AGUA ATEGO 1719:,1
FILTRO SEPARADOR DE AGUA FS 19791,1
FILTRO SEPARADOR DE AGUA MICRO ONIBUS VOLARE HMN-1119(PRIMEIRA QUALIDADE),1
FILTRO SEPARADOR DE AGUA MOTO NIVELADORA XCMG,1
FILTRO SEPARADOR DE AGUA PSD980,1
FILTRO SEPARADOR DE AGUA R 120 LJ ONIBUS VW 15190,1
FILTRO SEPARADOR DE AGUA RETRO CAT 416E,1
FILTRO SEPARADOR DE AGUA VW 15 190 EOD E  HD ORE,1
FILTRO SEPARADR DE AGUA E OLEO PARA TRATOR VALTRA 4X4,1
"FITA DE EMPACOTAMENTO TRANSPARENTE: 45MM X 45M - COMPOSICAO: DORSO DE FILME DE POLIPROPILENO BIORIENTADO, COBERTA COM ADESIVO ACRILICO A BASE DE AGUA.",1
"FIXADOR CELULAR 100ML COMPOSICAO: ALCOOL ETILICO, POLIETILENO CLICOL, AGUA PURIFICADA E PROPELENTE BUTANO. PARA FIXAR O ESFREGACO CELULAR NA LAMINA.",1
"FIXADOR DENTAL, SOLUCAO PRONTA PARA USO EM PROCESSO MANUAL, COMPOSICAO: AGUA (80-85%) TIOSULFATO DE AMONIO (5-10%).",1
FLANGE DE PVC ? MARROM AGUA FRIA,1
FLANGE DE PVC DE ? MARROM AGUA FRIA.,1
FLANGE ROSQUEAVEL PARA CAIXA D'AGUA  PVC 40MM,1
FOLHA TIMBRADA TAMANHO A4  75GM²  COM LOGO E MARCA D'AGUA COLORIDAS 4 CORES-2322,1
FOLHAS A-4 AP-75 COM DUAS IMAGEM CONTA DE AGUA IMPRESSO FRENTE E VERSO TINTA AZUL COM DOIS PICOTES,1
"FORMULA ENTERAL E/OU ORAL ESPECIALIZADA, LIQUIDA, NUTRICIONALMENTE COMPLETA, NORMOCALORICA (DENSIDADE CALORICA 1,0 A 1,2 KCAL/ML), HIPERPROTEICA (>20%), NORMOGLICIDICA (50-60%), NORMOLIPIDICA (25-35%), ISENTA DE SACAROSE, LACTOSE E GLUTEN, OSMOLARIDADE ENTRE 200-390 MOSM/L DE AGUA, MICRONUTRIENTES DE ACORDO COM AS RDIS COM VALIDADE PROLONGADA. EMBALAGEM DE 1 LITRO  SISTEMA ABERTO TETRAPACK.",1
"FORNECIMENTO E ASSENTAMENTO DE TUBO CPVC SOLDAVEL, AGUA QUENTE, DN 89MM (3) INCLUSIVE CONEXOES",1
"FORNECIMENTO E ASSENTAMENTO DE TUBO PVC RIGIDO SOLDAVEL, AGUA FRIA, DN 40 MM (1.1/4), INCLUSIVE CONEXOES (HID-TUB-020)",1
FORNECIMENTO E INSTALACAO DE TUBO DE LIGACAO DE AGUA,1
FRANGE PARA CAIXA D-AGUA 25MM,1
"FRANGO (COXA E SOBRECOXA), CONGELADO COM CERCA DE 195 A 200G CADA, COM ADICAO DE AGUA DE NO MAXIMO 6 , ASPECTO PROPRIO NAO AMOLECIDO E NEM PEGAJOSO, COR PROPRIA SEM MANCHAS ESVERDEADAS, CHEIRO E SABOR PROPRIO, COM AUSENCIA DE SUJIDADES, PARASITAS E LARVAS. EMBALAGEM EM SACO DE POLIETILENO TRANSPARENTE, ATOXICO, LIMPO, NAO VIOLADO, RESISTENTE, QUE GARANTA A INTEGRIDADE DO PRODUTO ATE O MOMENTO DO CONSUMO, CONTENDO PACOTES DE 2KG, ACONDICIONADOS EM CAIXAS LACRADAS COM 10KG, DEVERA CONSTAR NA EMBALAGEM DADOS DE IDENTIFICACAO, PROCEDENCIA, INFORMACOES NUTRICIONAIS, N° DE LOTE, DATA DE VALIDADE, QUANTIDADE DO PRODUTO, N° DO REGISTRO NO SIF, SIE OU SIM, COM PRAZO DE VALIDADE MINIMO DE 30 DIAS A PARTIR DA DATA DE ENTREGA.",1
"FRANGO, COXA E SOBRECOXA, COM OSSO, CONGELADO, NAO TEMPERADO. ASPECTO FIRME, NAO AMOLECIDO E NEM PEGAJOSO. COLORACAO AMARELO-ROSADA, SEM ESCURECIMENTO OU MANCHAS ESVERDEADAS. NAO DEVE HAVER FORMACAO DE GELO SUPERFICIAL, AGUA DENTRO DA EMBALAGEM E NEM SINAL DE RECONGELAMENTO (GELO DE COR AVERMELHADA). EMBALAGENS PROPRIAS (PLASTICAS, TRANSPARENTES, RESISTENTES) DEVIDAMENTE SELADAS, CONTENDO IDENTIFICACAO DO PRODUTO, ETIQUETA COM PESO LIQUIDO, PRAZO DE VALIDADE, NUMERO DE REGISTRO NO SIF OU IMA. O PRODUTO DEVERA SER TRANSPORTADO REFRIGERADO OU EM CAIXAS TERMICAS QUE PERMITAM MANTER O PRODUTO CONGELADO. TEMPERATURA PARA RECEBIMENTO: MENOR QUE -18OC.",1
FRASCOS PARA AMOSTRAS DE AGUA ESTERIO COM TIO SULFATO DE SODIO - CRONING 100 ML.,1
"FUNDO PREPARADOR ACRILICO BASE AGUA, 18 LITROS",1
GALAO DE PLASTICO VAZIO PARA AGUA - CAPACIDADE 20L -,1
"GALERIA CELULAR DE CONCRETO ARMADO  SECAO QUADRADA  PARA GALERIA DE AGUA PLUVIAS  CAPACIDADE DE RESISTENCIA: 60 TONELADAS  CONFORME NORMAS 8890/2003  MEDINDO (LARGURA X ALTURA): 3,00 X 3,00 METROS H = 8,00 METROS  ESPESSURA DE PAREDE: 22,00CM  COMPRIMENTO DAS PECAS: 1,00 METROS.",1
GARRAFA AGUA MINERAL 510ML COM,1
GARRAFA DE AGUA PARA GELADEIRA 2 LITROS MATERIAL PLASTICO CAPACIDADE 2 LITROS MEDIDA 12X7X24 CM,1
"GARRAFA DE AGUA SQUEEZE  GARRAFA DE 500 ML, CORES SORTIDAS. ALTURA 20 CM, LARGURA, 6.5 CM, COMPRIMENTO6.5 CM, PESO 180 G.",1
"GARRAFA PARA AGUA EM VIDRO TRANSPARENTE, LISO, EM FORMATO RETANGULAR, MEDINDO APROXIMADAMENTE 18 X 8 X 23 CM, CAPACIDADE 1,5 LITROS, TAMPA COM MECANIS",1
"GARRAFA TERM DE ROSCA 5 LITROS, CORPO EM POLIPROPILENO,CONFORME NBR13282 COM ALCA CAFE E AGUA.",1
GARRAFA TERMICA PARA AGUA-5 LITROS,1
"GARRAFAO TERMICO PARA AGUA 12 LITROS GARRAFAO TERMICO PARA AGUA, CAPACIDADE DE 12 LITROS, COM TORNEIRA DE BOA QUALIDADE E DE FACIL MANUSEIO.",1
"GIZ ESCOLAR BRANCO ? GIZ ESCOLAR BRANCO, CAIXA COM 50 UNIDADES. GIZ PARA QUADRO NEGRO, TIPO PALITO, COR BRANCA, ATOXICO. CARACTERISTICAS ADICIONAIS: PLASTIFICADO E ANTIALERGICO. COMPOSICAO: GESSO E AGUA. PADRAO DE QUALIDADE IGUAL OU SUPERIOR A DELTA.",1
"GLUCAGON PO LIOFILIZADO E DILUENTE P/ SOLUCAO GLUCAGON PO LIOFILIZADO E DILUENTE PARA SOLUCAO INJETAVEL. CONTEM CLORIDRATO DE GLUCAGON BIOSSINTETICO, EQUIVALENTE A 1 MG (OU 1 UI) DE GLUCAGON/ FRASCO-AMPOLA E DILUENTE (AGUA PARA INJECAO).",1
GOL 1.6 04 PORTAS GERACAO V ANO 2012 E MODELO 2013  PLACA HLF-9718 TAMPA RESERVATORIO DE AGUA -,1
"GRUPO GERADOR DE POTENCIA MINIMA DE 75/68 KVA GRUPO GERADOR DE POTENCIA MINIMA DE 75/68 KVA (INTERMITENTE/CONTINUA) FATOR DE POTENCIA 0,8 INDUTIVO, DOTADO DE QUADRO DE COMANDO AUTOMATICO NA TENSAO DE 220/127VCA - 60 HZ  MOTOR DIESEL, 4 OU 6 CILINDROS  SISTEMA DE AMORTECEDORES DE VIBRACAO  SISTEMA DE GOVERNO ELETRONICO  SISTEMA DE ARREFECIMENTO  RADIADOR  VENTILADOR  E BOMBA CENTRIFUGA  FILTROS DE AR TIPO SECO E LUBRIFICACAO COM ELEMENTOS SUBSTITUIVEIS  SISTEMA ELETRICO: 12 VCC DOTADO DE ALTERNADOR PARA CARGA DE BATERIA  SISTEMA DE PROTECAO POR TERMOMETRO E PRESSOSTATO: ALTA TEMPERATURA DA AGUA E BAIXA PRESSAO  DO OLEO DE LUBRIFICACAO  SISTEMA PRE-AQUECIMENTO  ALTERNADOR TRIFASICO SEM ESCOVAS COM REGULADOR AUTOMATICO DE TENSAO.",1
HIDROXIDO DE CALCIO LIQUIDO EM SUSPENSAO PARA TRATAMENTO DE AGUA - HIDROXIDO DE CALCIO LIQUIDO EM SUSPENSAO PARA TRATAMENTO DE AGUA,1
HIGIENIZACAO DE CAIXA D`AGUA - LOTE 38,1
INSETICIDA A BASE D'AGUA,1
"INSETICIDA AEROSOL, BAIXA TOXIDADE, COM SOLVENTE A BASE DE AGUA, SEM CFC",1
"INSTALACOES HIDRAULICAS:PONTO DE AGUA FRIO EMBUTIDO,CAIXA DE DESCARGA,LAVATORIO,",1
"IOGURTE NATURAL ZERO LACTOSE... (POTE 170G) LEITE RECONSTITUIDO INTEGRAL E/OU LEITE PASTEURIZADO INTEGRAL, PREPARADO DE FRUTA (AGUA, AMIDO MODIFICADO, SUCO DE MACA, CONSERVADOR SORBATO DE POTASSIO, ESPESSANTES GOMA XANTANA E GOMA GUAR E ACIDULANTE ACIDO CITRICO), AMIDO MODIFICADO, ENZIMA LACTASE, FERMENTO LACTEO E ESPESSANTE GELATINA. NAO CONTEM GLUTEN. ALERGICOS: CONTEM LEITE E DERIVADOS DE LEITE",1
"IOGURTE SEM LACTOSE LEITE RECONSTITUIDO INTEGRAL E/OU LEITE PASTEURIZADO INTEGRAL, PREPARADO DE MORANGO (AGUA, POLPA DE MORANGO, AMIDO MODIFICADO, AROMATIZANTES, CORANTE NATURAL CARMIM, ESPESSANTES GOMA XANTANA E GOMA GUAR, CONSERVADOR SORBATO DE POTASSIO, ACIDULANTE ACIDO CITRICO E EDULCORANTE SUCRALOSE), AMIDO MODIFICADO, ENZIMA LACTASE, FERMENTO LACTEO E ESPESSANTE GELATINA. . DATA DE FABRICACAO E PRAZO DE VALIDADE DE NO MINIMO 30 DIAS, COM REGISTRO NO MINISTERIO DA AGRICULTURA / SIF. SABOR DE MORANGO. EMBALAGEM DE FILME FLEXIVEL DE POLIETILENO LEITOSO. BANDEJA COM 6 UNIDADES DE 90 G",1
"ITEM 11177: AGUA SANITARIA A BASE DE CLORO, COM ACAO ALVEJANTE-BACTERICIDA-DESINFETANTE COM VALIDADE MINIMA DE 06 MESES, ARMAZENADOS EM FRASCOS PLASTICOS DE 01 LITRO COM DADOS DO FABRICANTE, DATA DE FABRICACAO E PRAZO DE VALIDADE, USO DOMESTICO",1
"ITEM 1405: CANETA P/ RETRO-PROJETOR PONTA POLIACETAL 1,0MM (FINA), TINTA A BASE DE ALCOOL RESISTENTE A AGUA",1
"ITEM 1580: CORRETIVO LIQUIDO PARA PAPEL A BASE DE AGUA, FRASCO COM 18 ML. ALTA QUALIDADE,  IGUAL OU SUPERIOR AO TOQUE MAGICO. CAIXA COM 12 UNIDADES.",1
"ITEM 1: CAMINHAO PIPA 6.000 L PESO BRUTO TOTAL 13.000 KG DISTANCIA ENTRE EIXOS 4,80 M POTENCIA 189 CV INCLUSIVE TANQUE DE ACO PARA TRANSPORTE DE AGUA CAPACIDADE 6M3",1
"ITEM 22012: COLILERT: SUBSTRATO CROMOGENICO ENZIMATICO METODO RAPIDO PARA DETECCAO DE COLIFORMES TOTAIS E ESCHERICHIA COLI EM AGUA, COM CONFIRMACAO EM 24 HORAS.",1
ITEM 31759: BOMBA D?AGUA 5047138,1
"ITEM 5542: INTERLIGACOES DA ETE - SERVICOS - ESCAVACAO MECANICA DE VALAS (SOLO COM AGUA), PROFUNDIDADE MAIOR QUE 1,50 M ATE 4,00 M",1
JARRA AGUA,1
JARRA DE LOUCA P/ AGUA,1
JARRA DE PLASTICO RESISTENTE PARA AGUA 05 LITROS,1
JARRA DE VIDRO P/ AGUA C/ TAMPA - 210030032,1
JARRA DE VIDRO PARA AGUA 1 LITRO,1
JARRA INOX PARA AGUA 1LT.,1
"JARRA, PARA AGUA,  CAPACIDADE 02 LITROS",1
"JOELHO - MATERIA-PRIMA: PVC, MEDIDA: 20MM, TIPO: SOLDAVEL, ANGULO: 90 GRAUS, APLICACAO: PARA REDE DE AGUA",1
"JOELHO - MATERIA-PRIMA: PVC, MEDIDA: 25MM, TIPO: SOLDAVEL, ANGULO: 45 GRAUS, APLICACAO: PARA REDE DE AGUA",1
"JOELHO 90  - MATERIA PRIMA: PVC, MEDIDAS: 50MM, TIPO-1: SIMPLES, TIPO-2: SOLDAVEL, APLICACAO: AGUA",1
"JOELHO 90 GRAUS COM BUCHA DE LATAO, PVC, SOLDAVEL, DN 25MM, X 1/2? INSTALADO EM RAMAL OU SUB-RAMAL DE AGUA - FORNECIMENTO E INSTALACAO. AF_12/2014 -",1
"JOELHO 90 GRAUS COM BUCHA DE LATAO,PVC,SOLDAVEL,DN 25 MM,X 1/2 INSTALADO EM RAMAL OU SUB-RAMAL DE AGUA-FORNECIMENTO E INSTALACAO . AF_12/2014 (VILA UNIDA)",1
"JOELHO 90 GRAUS, PVC, SOLDAVEL, DN 25MM, INSTALADO EM RAMAL OU SUB-RAMAL DE AGUA - FORNECIMENTO E IN JOELHO 90 GRAUS, PVC, SOLDAVEL, DN 25MM, INSTALADO EM RAMAL OU SUB-RAMAL DE AGUA - FORNECIMENTO E INSTALACAO.",1
JOELHO 90GR DE PVC RIGIDO SOLDAVEL COM BITOLA DE 50MM NA COR MARRON PARA SER UTILIZADA EM INSTALACAO PREDIAL DE AGUA FRIA,1
JOELHO 90º PVC RIGIDO  SOLDAVELP/ AGUA FRIA 50MM,1
JOELHO 90º PVC SOLDAVEL - AZUL C/ BUCHA DE LATAO - AGUA FRIA - NBR 5648   25 X   .,1
JOELHO DE 1/2  PARA AGUA -,1
JOELHO DE 90 DE PVC ROSCA AGUA FRIA 1/2 OU 20 MM,1
JOELHO EM PVC PARA AGUA DE REDUCAO ROSCA 90 GRAUS BITOLA DE 3 4 X 1 2 POLEGADA,1
"JOELHO EM PVC, PARA AGUA, BITOLA DE 3/4', ROSCA DE 45O",1
JOELHO LISO PARA AGUA 25 MM 75561,1
JOELHO PVC PARA SOLDA 75 MM 90° AGUA FRIA,1
JOELHO PVC ROSCAVEL BRANCO PARA AGUA FRIA 90 X 3/4,1
"JOELHO PVC SOLDAVEL 45°, 32 MM, PARA AGUA FRIA PREDIAL JOELHO PVC SOLDAVEL 45°, 32 MM, PARA AGUA FRIA PREDIAL",1
JOELHO PVC SOLDAVEL 90 DE-40 MM (AGUA) DE ACORDO COM ABNT NBR 5648/99,1
"JOELHO PVC, SOLDAVEL, 90 GRAUS, 60 MM, PARA AGUA FRIA PREDIAL",1
"JOELHO ROSCAVEL DE 90º DE /2'' PARA AGUA FRIA, SOLDAVEL",1
"JOELHO ROSCAVEL DE 90º DE 1'' PARA AGUA FRIA, SOLDAVEL",1
JOELHO SOLDAVEL AGUA 75 90O,1
JUNTA CAVALETE D'AGUA ONIBUS IVECO CTL70 2013 PL: OQM-8876,1
KIT 12   ESTUDANTES ENSINO INFANTIL  COM SINDROME DE IRLEN CONTENDO CADERNO REGISTRO  APONTADOR  CAIXA DE LAPIS DE COR JUMBO  COLA  TESOURA  CADERNO DESENHO A3  CAIXA DE GIZAO DE CERA COM 12 CORES  SOROBAN  REGUA DE ASSINATURA REGLETE  FOLHAS DE PAPEL BRAILE  PUNCAO PARA ESCRITA BRAILE   GARRAFA PARA AGUA   PORTA LAPIS,1
"LANTEJOULA LANTEJOULA  TAMANHO: GRANDE  PACOTE COM 250GR, NAS CORES VERDE, PRATEADA, DOURADA, AZUL, AMARELA E VERMELHA NAS CORES VERDE CAPIM, VINHO, AMARELO, LARANJA, VERMELHO VIVO,  VERDE BANDEIRA, ROXO, ROSA, PINK, BRANCO, PRETA, SALMAO,  MARRON , PRETO, AZUL  MARINHO, VERDE AGUA, AZUL  ROYALE E DEMAIS CORES",1
"LATEX PVA PREMIUM 3 6 LITROS LATEX PREMIUM 3,6 LITROS, DILUIDO A BASE DE AGUA POTAVEL - APLICACAO EM ALVENARIA, REBOCO, CONCRETO, GESSO, FIBROCIMENTO E TEXTURAS EM AREAS INTERNAS E EXTERNAS - SECAGEM AO TOQUE DE 1 HORA, ENTRE DEMAOS DE 2 HORAS - COBERTURA DE 2 A 3 DEMAOS - RENDIMENTO DE 76M² POR GALAO - MARCA SUGERIDA: LUKSCOLOR OU SIMILAR EM QUALIDADE - APRESENTAR CATALOGO NO PREGAO",1
