ID,dsc_item,melhor_classif,match_score
221,agua sanitaria alvejante desinfetante de uso geral frasco com 1 litro com cloro ativo composicao hipoclorito de sodio carbonato de sodio e agua devera constar no rotulo do produto dados de identificacao do fabricante modos de utilizacao instrucoes para uso do produto codigo de barras no da autorizacao de funcionamento do fabricante na anvisa quimico responsavel e seu respectivo crq data de validade numero do lote e data de fabricaca, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,33
222,agua santasitio do marciositio do paulo nazariotomb, fita de material plastico para encint,47
223,alcool gel gel a base de alcool para higienizacao  a 70  com acao antisseptica  sem enxague  composicao alcool etilico  polimero carboxilico  neutralizante  umectante  conservante  quelante e agua deionizada  prazo de validade 24 meses a partir da data de fabricacao  embalagem 1 litr, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,36
224,alcool saneante 70% frasco de 1 litro alcool etilico hidratado na concentracao de 70 inpm 70 % em peso diluido em agua deionizada indicado como antisseptico topico para ser usado na pel, servicos de leasing ou aluguel de televisores radios gravadores de video e equipamentos e acessorios correlat,42
225,algodao ortopedico 15 cm algodao ortopedico 15 cm elaborada a partir de fibras 100  de algodao cru hidrofobo nao absorve agua em forma de manta com camada de goma em uma das faces enrolamento uniforme em toda sua extensa, servicos do comercio por atacado prestado por comissao ou   por contratode produtos farmaceuticos e med,40
226,alicate de pressao visegrip fabricado com aco especial de alta resistenciaideal para fixacao em canos de agua descarga de automoveis e superfici, servicos do comercio por atacado prestado por comissao ou   por contratode maquinariaequipamentos e supr,48
227,alimento nutricional completo para nutricao enteral ou oral normocalorico na diluicao padrao sabor baunilha e morango  embalagem de 400 gramas tabela de dosagem 10 kcalml  caracteristica osmolalidade 350 mosmkg de agua ingredientes maltodextrina oleo girassol proteina isolada de soro de leite de vaca sacarose caseinato de potassio oleo de canola hidroxido de sodio carbomato de calcio cloreto de magnesio vitamina c taurina lcarnitina sulfato ferroso vitamina e sulfato de zinco vitamina a niacina pantotenato de calcio vitamina d sulfato de manganes vitamina b6  sulfato de cobre vitamina b1 vitamina b2 acido folico iodeto de potassio selenito de sodio cloreto de cromo molibdato de sodio vitamina k biotina vitamina b12 emulsificante lecitina de soja e aromatizante nao cotem gluten alergicos contem derivados de soja e leit, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,21
228,almofada tintada almofada tintada para carimbo no 03 com tecido de longa duracao em estojo com tampa plastica medias 67cm composicao resina agua glicois e corantes na cor azul, servico do comercio por atacadoexceto os prestados por comissao ou por contrat,42
229,alvejante  principio ativo hipoclorito de sodio 20 25 % pp cloro ativo composicao principio ativo  alcalinizante  estabilizante essencia e agua embalagem de 1000 ml, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,41
230,amaciante de roupas de 02 litrosamaciante de roupas 02 litros composicao componente cloreto de alquil dimetil amonio concentracao 2  10% no cas 61789808 componente mitcmit concentracao < 00015% no cas 55965849componente fragrancia comcentracao 010  10% nao apresenta casfragancia tradicional tensoativocationicoceramidasconservante umectante coranteopassificante fragancia e agua componente ativocloreto de alquildimetil amonico com hidraceramidas registro ms  rotulo em material resistente a agua e com informacoes claras que comunicam exatamente o que e o produto e para o que pode ser utilizado dermatologicamente test, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,26
231,analise de agua bruta  conformidade condicionantes do copam  classificacao quimica  parametro toxic, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,50
232,anel da bomba d'agu, papel dobrad,56
233,anel sincron 1a  2a  kombi agu, papel picado para embal,52
234,anestesico local injetavel contendo 50 anestubes de cristal de 18ml caracteristicas cloridrato de lidocaina 200mg epinefrina base 100  g veiculo aquoso qsp bissulfito de sodio cloreto de sodio e agua lidocaina hcl 2%  epinefrina 1100000 36mg 18 g, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,38
235,aparelho de anestesia aparelho de anestesia ventilacao micro processadaajuste digital para pressaoajuste digital para frequencia respiratoriaajuste digital de tempo inspiratoriopressao maxima obtida pela ventilacaopressao atual pulmonarrelacao inspiracao expiracaopossibilita ciclar por pressao volume e tempovaporizador ambar  ajustes para diferentes tipos de anestesicospeso 19kgdimensoes 43x130x46cmgarantia 2 anosbisturi eletronico bp 100 plus analogico com controle digital e independente das potencias para corte blend e coagulacao alarme de seguranca que bloqueia todos os circuitos em caso de rompimento do cabo da placa neutra saidas totalmente isoladas teclas totalmente blindadas e a prova de liquidos pedal contra penetracao nociva de agua ventilacao por convencao natural permite o uso de placa neutra simples descartavel sem uso de um acessorio especificopotencia de saidacorte 100 w carga 500 ohmsblend 60 w  carga 500ohm, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,20
236,aparelhos e utensilios domesticos purificador de agua 36 litros  purificador voltagem 110220v e purificador de agua minimo 36 litros  purificador voltagem 127 v especificacoes minimas eficiencia energetica 008 kwl volume interno minimo 36 l fornecimento de agua gelada 12 lh temperatura de resfriamento 10 c a 50 f vazao maxima 60lh compressor tipo tripla filtragem medidas aproximadas de largura 30 cm altura 425 cm profundidade 49 cm peso aproximado 262kg caracteristicas adicionais agua gelada e natural aparelho ligado a rede de abastecimento de agua devera acompanhar todos os componentes necessarios para instalacao manual de utilizacao em portugues garantia de fabrica minima de 12 mes, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,24
237,aquecedor portatil eletrico p agua e liquidos rabo qu, servicos relativos a eletricidadegas e a distribuicao de agu,51
238,arla 32 litro  solucao de ureia certificada de alta qualidade e pureza e um reagente que utiliza juntamente com o sistema de reducao catalistica seletiva  rcs  para reduzir quimicamente as emissoes de oxido de nitrogenio presentes nos gases de escape dos veiculos a diesel e uma solucao de 325  ureia de alta pureza em agua desmineralizada que e transparente nao toxica e de manuseio seguro nao e explosivo inflamavel ou danoso ao meio ambiente e classificado como produto de categoria de risco minimo no transporte de fluidos nao e um combustivel ou um aditivo de combustivel e precisa ser utilizado em um tanque especifico em seu veiculo o abastecimento e feito em forme semelhante ao diesel, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,24
239,aromatizante odorizador de ambiente aerosol frasco com 360 ml aroma lavanda composicao agua solvente alcalinizante antioxidantes fragrancia preservante emulsificante coadjuvante e propel, servicos do comercio por atacado prestado por comissao ou   por contratode maquinariaequipamentos e supr,41
240,assentamento tubo pvc com junta elastica dn 50 mm  ou rpvc ou pvc defofo ou prfv  para agu, servicos do comercio por atacado prestado por comissao ou   por contrat,44
241,avental  avental de protecao para o corpo do usuario contra provenientes riscos de produtos quimicos  acidos  alcalis e detergentes  e agua  em pvc reforcado em trevira sem emenda costuras laterais reforcadas nas dobras do tecido com apr, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,40
242,azeitonas verdes sem caroco em conserva int azeitonas verdes sem caroco em conserva inteiras com tamanhos e formas regulares conservadas em agua e sal livre de fermentacao acondicionado em embalagem integra atoxica resistente vedada hermeticamente e limpa contendo embalagem 500 gramas validade minima de 6 mes, servicos de intermediacao financeiraexceto servico bancariode investimentoservicos de seguros e de penso,36
243,bacia plastica transparente 86 l  com bico direcionador de agua escala medidora de volume e pega anatomica e segura feita em plastico resistente e com um design moderno capacidade 86 lt, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,42
244,bandagem pronta para bota de unna composta por bandagem de 100  bandagem pronta para bota de unna composta por bandagem de 100   algodaotecido nao esteril inelastica embalada individualmente impregnada  com pasta contendo oxido de zinco a 10  agua destilada glicerol alcool  ceto estearilico cetomacrogol oleo mineral goma de guar goma de xantina  metilparahidroxibenzoato e propilparahidroxibenzoato  75 cm x 6 m, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,30
245,barbante de algodao ndeg 04 verde agua  05000166309, barra de aco de secao retangul,49
246,barra de cano pvc agua ? com 06 metr, barra de aco com secao sextav,58
247,barraca 02x02 em estrutura metalica de aco cobertura em lona anti chama com balcao modelos 01 agua 02 aguas piramide bruxa cupula a criterio do municipio     212873372801, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,41
248,barreira plastica  120x44x60cm composicao polietileno contra acao de desbotamentoprotecao contra raios uv e resistente as intemperies climaticascor laranjapossui 6 faixas com refletivo brancopeso 7kg vaziaaltura 60cmcomprimento 120mlargura 44cmencaixe machofemea para interligar uma peca a outrabase com 3 sapatas para escoamento de aguacompartimento interno para preenchimento com agua visando maior estabilidade e peso ao produtoempilha, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,31
249,bebedouro coluna garrafo especificacoes minimas frequencia 60 hz potencia 112 w controle xterno de temperatura termostato frontal bandeja de agua removivel medindo 99 c x 31 3 cm pesando em media 14 8 kg 170251, servicos do comercio por atacado prestado por comissao ou   por contratode produtos farmaceuticos e med,38
250,bebedouro de agua coluna 200 litr, aspirador po  agua  industr,49
251,bebedouro de agua de colunacom reservatorio de 25 litros de aguaem polipropileno isolamento em eps revestimento externo em inox 430 base injetada aparador com dreno em inox 430 serpentina interna em aco inox 304 02 torneiras gas ecologico62045, servicos de instalacao da maquinaria e dos equipamentos medicos profissionaise instrumentos de precisao e o,39
252,bebedouro de agua mineral capacidade de xicarasagua em litros 03 litros hora de agua gelada  de acordo com abnt nbr 13972 opcoes de temperatura bivolt, servicos de engenharia durante a fase de construcao e de instalacao de obras de engenharia civil,46
253,bebedouro de agua tipo pressao 02 saidas sendo uma de jato e outra para copo termostato blindado gabinete pia e reservatorio de agua em aco inoxidavel serpentina de cobre externa e isolamento termico de isopor dimensoes aproximadas 96cm alt, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,40
254,bebedouro de pressao capacidade de refrigeracao de 6lh deposito de agua em aco inox com serpenti bebedouro de pressao capacidade de refrigeracao de 6lh deposito de agua em aco inox com serpentina externa dreno para limpeza da cuba torneira em latao cromado copo e jato ralo sifonado tampo em inox polido gabinete em aco inox controle automatico da temperatura filtro de agua com carvao ativado serve ate 40 pessoash voltagem 127120v, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,32
255,bebedouro eletrico acessivel  bebedouro eletrico tipo pressao acessivel para fixacao em parede com sistema de filtragem que inclua retencao de particulas piii e reducao de cloro cl dimensoes e capacidade altura maxima 625 mm largura maxima 465 mm profundidade maxima 490 mm fornecimento minimo de agua gelada 6 lh caracteristicas  pia em aco inox polido gabinete em aco inox ou chapa eletrozincada torneiras em latao cromado de facil e suave acionamento acionamento eletrico mediante botoes independentes para agua gelada e natural identificacao dos botoes com indicacao em texto e para leitura tatil braille duas torneiras em haste para copo com jato regulavel obs visando melhores condicoes de higiene para as criancas o bebedouro nao tera torneira tipo jato para bocareservatorio de agua em aco inox aisi 304 serpentina externa com isolamento termico previsoes para limpeza higienizacao e dreno mangueiras atox, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,20
